"AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_COUNTRY_NAME","AIRPORT_STATE_NAME","CITY_MARKET_ID","LAT_DEGREES","LAT_HEMISPHERE","LAT_MINUTES","LAT_SECONDS","LATITUDE","LON_DEGREES","LON_HEMISPHERE","LON_MINUTES","LON_SECONDS","LONGITUDE","UTC_LOCAL_TIME_VARIATION","AIRPORT_START_DATE","AIRPORT_THRU_DATE","AIRPORT_IS_CLOSED","AIRPORT_IS_LATEST",
13074,"LSC","La Florida","La Serena, Chile","Chile","",33074,29,"S",54,59,-29.91638889,71,"W",11,58,-71.19944444,"-0400",2011-07-01,,0,1,
13075,"LSD","Blue Grass Station AHP","Lexington, KY","United States","Kentucky",32945,38,"N",5,28,38.09111111,84,"W",19,0,-84.31666667,"-0500",2001-02-01,2013-05-31,1,1,
13076,"LSE","La Crosse Municipal","La Crosse, WI","United States","Wisconsin",33076,43,"N",52,38,43.87722222,91,"W",15,23,-91.25638889,"-0600",1950-01-01,2011-06-30,0,0,
13076,"LSE","La Crosse Municipal","La Crosse, WI","United States","Wisconsin",33076,43,"N",52,45,43.87916667,91,"W",15,24,-91.25666667,"-0600",2011-07-01,2015-03-31,0,0,
13076,"LSE","La Crosse Regional","La Crosse, WI","United States","Wisconsin",33076,43,"N",52,45,43.87916667,91,"W",15,24,-91.25666667,"-0600",2015-04-01,2017-10-31,0,0,
13076,"LSE","La Crosse Municipal","La Crosse, WI","United States","Wisconsin",33076,43,"N",52,45,43.87916667,91,"W",15,24,-91.25666667,"-0600",2017-11-01,2017-11-30,0,0,
13076,"LSE","La Crosse Regional","La Crosse, WI","United States","Wisconsin",33076,43,"N",52,45,43.87916667,91,"W",15,24,-91.25666667,"-0600",2017-12-01,,0,1,
13077,"LSF","Lawson AAF","Columbus, GA","United States","Georgia",31150,32,"N",20,16,32.33777778,84,"W",59,32,-84.99222222,"-0500",1950-01-01,2011-06-30,0,0,
13077,"LSF","Lawson AAF","Columbus, GA","United States","Georgia",31150,32,"N",20,14,32.33722222,84,"W",59,29,-84.99138889,"-0500",2011-07-01,2011-09-30,0,0,
13077,"LSF","Lawson AAF","Columbus, GA","United States","Georgia",31150,32,"N",19,54,32.33166667,84,"W",59,14,-84.98722222,"-0500",2011-10-01,2017-10-31,0,0,
13077,"LSF","Lawson AAF","Columbus, GA","United States","Georgia",31150,32,"N",20,14,32.33722222,84,"W",59,29,-84.99138889,"-0500",2017-11-01,2017-11-30,0,0,
13077,"LSF","Lawson AAF","Columbus, GA","United States","Georgia",31150,32,"N",19,54,32.33166667,84,"W",59,14,-84.98722222,"-0500",2017-12-01,,0,1,
13078,"LSI","Sumburgh","Lerwick, United Kingdom","United Kingdom","",33078,59,"N",52,52,59.88111111,1,"W",17,35,-1.29305556,"+0000",1950-01-01,2011-06-30,0,0,
13078,"LSI","Sumburgh","Lerwick, United Kingdom","United Kingdom","",33078,59,"N",52,53,59.88138889,1,"W",17,38,-1.29388889,"+0000",2011-07-01,2017-07-31,0,0,
13078,"LSI","Sumburgh","Lerwick, United Kingdom","United Kingdom","",33078,59,"N",52,52,59.88111111,1,"W",17,58,-1.29944444,"+0000",2017-08-01,2017-10-31,0,0,
13078,"LSI","Sumburgh","Lerwick, United Kingdom","United Kingdom","",33078,59,"N",52,53,59.88138889,1,"W",17,38,-1.29388889,"+0000",2017-11-01,2017-11-30,0,0,
13078,"LSI","Sumburgh","Lerwick, United Kingdom","United Kingdom","",33078,59,"N",52,52,59.88111111,1,"W",17,58,-1.29944444,"+0000",2017-12-01,,0,1,
13079,"LSL","Los Chiles Airport","Los Chiles, Costa Rica","Costa Rica","",33079,11,"N",2,3,11.03416667,84,"W",42,26,-84.70722222,"-0600",1950-01-01,2011-06-30,0,0,
13079,"LSL","Los Chiles Airport","Los Chiles, Costa Rica","Costa Rica","",33079,11,"N",2,4,11.03444444,84,"W",42,23,-84.70638889,"-0600",2011-07-01,2015-11-30,0,0,
13079,"LSL","Los Chiles Airport","Los Chiles, Costa Rica","Costa Rica","",33079,11,"N",2,5,11.03472222,84,"W",42,24,-84.70666667,"-0600",2015-12-01,2017-10-31,0,0,
13079,"LSL","Los Chiles Airport","Los Chiles, Costa Rica","Costa Rica","",33079,11,"N",2,4,11.03444444,84,"W",42,23,-84.70638889,"-0600",2017-11-01,2017-11-30,0,0,
13079,"LSL","Los Chiles Airport","Los Chiles, Costa Rica","Costa Rica","",33079,11,"N",2,5,11.03472222,84,"W",42,24,-84.70666667,"-0600",2017-12-01,,0,1,
13080,"LSN","Los Banos Municipal","Los Banos, CA","United States","California",33080,37,"N",3,47,37.06305556,120,"W",52,9,-120.86916667,"-0800",1950-01-01,2011-06-30,0,0,
13080,"LSN","Los Banos Municipal","Los Banos, CA","United States","California",33080,37,"N",3,50,37.06388889,120,"W",52,11,-120.86972222,"-0800",2011-07-01,,0,1,
13081,"LSP","Josefa Camejo","Las Piedras, Venezuela","Venezuela","",33081,11,"N",46,46,11.77944444,70,"W",9,9,-70.15250000,"-0430",1950-01-01,2011-06-30,0,0,
13081,"LSP","Josefa Camejo","Las Piedras, Venezuela","Venezuela","",33081,11,"N",46,51,11.78083333,70,"W",9,6,-70.15166667,"-0430",2011-07-01,2017-07-31,0,0,
13081,"LSP","Josefa Camejo International","Las Piedras, Venezuela","Venezuela","",33081,11,"N",46,51,11.78083333,70,"W",9,6,-70.15166667,"-0430",2017-08-01,2017-10-31,0,0,
13081,"LSP","Josefa Camejo","Las Piedras, Venezuela","Venezuela","",33081,11,"N",46,51,11.78083333,70,"W",9,6,-70.15166667,"-0430",2017-11-01,2017-11-30,0,0,
13081,"LSP","Josefa Camejo International","Las Piedras, Venezuela","Venezuela","",33081,11,"N",46,51,11.78083333,70,"W",9,6,-70.15166667,"-0430",2017-12-01,,0,1,
13082,"LSQ","Maria Dolores","Los Angeles, Chile","Chile","",33082,37,"S",23,51,-37.39750000,72,"W",25,22,-72.42277778,"-0400",1950-01-01,2011-06-30,0,0,
13082,"LSQ","Maria Dolores","Los Angeles, Chile","Chile","",33082,37,"S",24,6,-37.40166667,72,"W",25,32,-72.42555556,"-0400",2011-07-01,,0,1,
13083,"LSR","Lost River 1","Lost River, AK","United States","Alaska",33083,65,"N",23,46,65.39611111,167,"W",9,47,-167.16305556,"-0900",1950-01-01,2009-06-30,1,1,
13084,"LSS","Terre de Haut","Les Saintes, Guadeloupe","Guadeloupe","",33084,15,"N",51,54,15.86500000,61,"W",34,49,-61.58027778,"-0400",1950-01-01,2011-06-30,0,0,
13084,"LSS","Terre de Haut","Les Saintes, Guadeloupe","Guadeloupe","",33084,15,"N",51,53,15.86472222,61,"W",34,49,-61.58027778,"-0400",2011-07-01,2014-01-31,0,0,
13084,"LSS","Terre de Haut","Les Saintes, Guadeloupe","Guadeloupe","",33084,15,"N",51,52,15.86444444,61,"W",34,49,-61.58027778,"-0400",2014-02-01,2017-10-31,0,0,
13084,"LSS","Terre de Haut","Les Saintes, Guadeloupe","Guadeloupe","",33084,15,"N",51,53,15.86472222,61,"W",34,49,-61.58027778,"-0400",2017-11-01,2017-11-30,0,0,
13084,"LSS","Terre de Haut","Les Saintes, Guadeloupe","Guadeloupe","",33084,15,"N",51,52,15.86444444,61,"W",34,49,-61.58027778,"-0400",2017-12-01,,0,1,
13085,"LST","Launceston Airport","Launceston, Australia","Australia","",33085,41,"S",32,45,-41.54583333,147,"E",12,36,147.21000000,"+1000",1950-01-01,2011-06-30,0,0,
13085,"LST","Launceston Airport","Launceston, Australia","Australia","",33085,41,"S",32,43,-41.54527778,147,"E",12,51,147.21416667,"+1000",2011-07-01,,0,1,
13086,"LSU","Long Sukang Airport","Long Sukang, Malaysia","Malaysia","",33086,4,"N",33,10,4.55277778,115,"E",30,0,115.50000000,"+0800",1977-12-01,2011-06-30,0,0,
13086,"LSU","Long Sukang Airport","Long Sukang, Malaysia","Malaysia","",33086,4,"N",33,6,4.55166667,115,"E",29,38,115.49388889,"+0800",2011-07-01,2013-08-31,0,0,
13086,"LSU","Long Sukang Airport","Long Sukang, Malaysia","Malaysia","",33086,4,"N",33,10,4.55277778,115,"E",29,39,115.49416667,"+0800",2013-09-01,2017-10-31,0,0,
13086,"LSU","Long Sukang Airport","Long Sukang, Malaysia","Malaysia","",33086,4,"N",33,6,4.55166667,115,"E",29,38,115.49388889,"+0800",2017-11-01,2017-11-30,0,0,
13086,"LSU","Long Sukang Airport","Long Sukang, Malaysia","Malaysia","",33086,4,"N",33,10,4.55277778,115,"E",29,39,115.49416667,"+0800",2017-12-01,,0,1,
13087,"LSV","Nellis AFB","Las Vegas, NV","United States","Nevada",32211,36,"N",14,2,36.23388889,115,"W",2,1,-115.03361111,"-0800",1950-01-01,2011-06-30,0,0,
13087,"LSV","Nellis AFB","Las Vegas, NV","United States","Nevada",32211,36,"N",14,10,36.23611111,115,"W",2,3,-115.03416667,"-0800",2011-07-01,,0,1,
13088,"LSX","Lhok Sukon Airport","Lhok Sukon, Indonesia","Indonesia","",33088,5,"N",4,8,5.06888889,97,"E",15,20,97.25555556,"+0700",1990-03-01,2011-06-30,0,0,
13088,"LSX","Lhok Sukon Airport","Lhok Sukon, Indonesia","Indonesia","",33088,5,"N",4,10,5.06944444,97,"E",15,33,97.25916667,"+0700",2011-07-01,,0,1,
13089,"LTA","Letaba","Tzaneen, South Africa","South Africa","",33089,23,"S",49,28,-23.82444444,30,"E",19,45,30.32916667,"+0200",1988-12-01,,0,1,
13090,"LTB","Latrobe Valley","Latrobe, Australia","Australia","",33090,38,"S",12,35,-38.20972222,146,"E",28,13,146.47027778,"+1000",1996-03-01,2011-06-30,0,0,
13090,"LTB","Latrobe Valley","Latrobe, Australia","Australia","",33090,38,"S",12,26,-38.20722222,146,"E",28,13,146.47027778,"+1000",2011-07-01,2019-03-31,0,0,
13090,"LTB","Latrobe Valley","Latrobe, Australia","Australia","",33090,38,"S",12,40,-38.21111111,146,"E",28,15,146.47083333,"+1000",2019-04-01,,0,1,
13091,"LTD","Ghadames Airport","Ghadames, Libya","Libya","",33091,30,"N",9,6,30.15166667,9,"E",42,55,9.71527778,"+0200",1951-12-01,2011-10-31,0,0,
13091,"LTD","Ghadames Airport","Ghadames, Libya","Libya","",33091,30,"N",9,6,30.15166667,9,"E",42,55,9.71527778,"+0200",2011-11-01,,0,1,
13092,"LTI","Altai Airport","Altai, Mongolia","Mongolia","",33092,46,"N",39,0,46.65000000,96,"E",25,0,96.41666667,"+0800",1990-12-01,,0,1,
13093,"LTM","Lethem Airport","Lethem, Guyana","Guyana","",33093,3,"N",22,18,3.37166667,59,"W",47,24,-59.79000000,"-0400",1966-05-01,2011-06-30,0,0,
13093,"LTM","Lethem Airport","Lethem, Guyana","Guyana","",33093,3,"N",22,22,3.37277778,59,"W",47,22,-59.78944444,"-0400",2011-07-01,,0,1,
13094,"LTN","Luton","London, United Kingdom","United Kingdom","",30730,51,"N",51,31,51.85861111,0,"W",21,6,-0.35166667,"+0000",1950-01-01,1991-12-31,0,0,
13094,"LTN","Luton","London, United Kingdom","United Kingdom","",30730,51,"N",52,28,51.87444444,0,"W",21,59,-0.36638889,"+0000",1992-01-01,2011-06-30,0,0,
13094,"LTN","Luton","London, United Kingdom","United Kingdom","",30730,51,"N",52,29,51.87472222,0,"W",22,6,-0.36833333,"+0000",2011-07-01,2015-06-30,0,0,
13094,"LTN","London Luton","London, United Kingdom","United Kingdom","",30730,51,"N",52,29,51.87472222,0,"W",22,6,-0.36833333,"+0000",2015-07-01,2017-10-31,0,0,
13094,"LTN","Luton","London, United Kingdom","United Kingdom","",30730,51,"N",52,29,51.87472222,0,"W",22,6,-0.36833333,"+0000",2017-11-01,2017-11-30,0,0,
13094,"LTN","London Luton","London, United Kingdom","United Kingdom","",30730,51,"N",52,29,51.87472222,0,"W",22,6,-0.36833333,"+0000",2017-12-01,,0,1,
13095,"LTO","Loreto International","Loreto, Mexico","Mexico","",33095,25,"N",59,0,25.98333333,111,"W",21,0,-111.35000000,"-0700",1950-01-01,2011-06-30,0,0,
13095,"LTO","Loreto International","Loreto, Mexico","Mexico","",33095,25,"N",59,24,25.99000000,111,"W",20,54,-111.34833333,"-0700",2011-07-01,,0,1,
13096,"LTQ","Le Touquet/Paris Plage","Le Touquet, France","France","",33096,50,"N",30,54,50.51500000,1,"E",37,41,1.62805556,"+0100",1950-01-01,2011-06-30,0,0,
13096,"LTQ","Le Touquet/Paris Plage","Le Touquet, France","France","",33096,50,"N",31,6,50.51833333,1,"E",37,19,1.62194444,"+0100",2011-07-01,2015-03-31,0,0,
13096,"LTQ","Le Touquet Cote D Opale","Le Touquet, France","France","",33096,50,"N",31,6,50.51833333,1,"E",37,19,1.62194444,"+0100",2015-04-01,2017-10-31,0,0,
13096,"LTQ","Le Touquet Paris Plage","Le Touquet, France","France","",33096,50,"N",31,6,50.51833333,1,"E",37,19,1.62194444,"+0100",2017-11-01,2017-11-30,0,0,
13096,"LTQ","Le Touquet Cote D Opale","Le Touquet, France","France","",33096,50,"N",31,6,50.51833333,1,"E",37,19,1.62194444,"+0100",2017-12-01,,0,1,
13097,"LTS","Altus AFB","Altus, OK","United States","Oklahoma",30451,34,"N",39,50,34.66388889,99,"W",16,25,-99.27361111,"-0600",1950-01-01,2011-06-30,0,0,
13097,"LTS","Altus AFB","Altus, OK","United States","Oklahoma",30451,34,"N",39,59,34.66638889,99,"W",16,5,-99.26805556,"-0600",2011-07-01,,0,1,
13098,"LTV","Lotusvale Airport","Lotusvale, Australia","Australia","",33098,17,"S",5,0,-17.08333333,141,"E",22,0,141.36666667,"+1000",1999-03-01,,0,1,
13099,"LUA","Lukla Airport","Lukla, Nepal","Nepal","",33099,27,"N",41,10,27.68611111,86,"E",43,50,86.73055556,"+0545",1980-03-01,2011-06-30,0,0,
13099,"LUA","Lukla Airport","Lukla, Nepal","Nepal","",33099,27,"N",41,11,27.68638889,86,"E",43,42,86.72833333,"+0545",2011-07-01,2011-09-30,0,0,
13099,"LUA","Lukla Airport","Lukla, Nepal","Nepal","",33099,27,"N",41,13,27.68694444,86,"E",43,46,86.72944444,"+0545",2011-10-01,2017-10-31,0,0,
13099,"LUA","Lukla Airport","Lukla, Nepal","Nepal","",33099,27,"N",41,11,27.68638889,86,"E",43,42,86.72833333,"+0545",2017-11-01,2017-11-30,0,0,
13099,"LUA","Lukla Airport","Lukla, Nepal","Nepal","",33099,27,"N",41,13,27.68694444,86,"E",43,46,86.72944444,"+0545",2017-12-01,,0,1,
13100,"LUD","Luderitz Airport","Luderitz, South Africa","South Africa","",33100,26,"S",41,11,-26.68638889,15,"E",14,38,15.24388889,"+0100",1950-01-01,1990-02-28,0,0,
13100,"LUD","Luderitz Airport","Luderitz, Namibia","Namibia","",33100,26,"S",41,2,-26.68388889,15,"E",14,42,15.24500000,"+0100",1990-03-01,2011-06-30,0,0,
13100,"LUD","Luderitz Airport","Luderitz, Namibia","Namibia","",33100,26,"S",41,15,-26.68750000,15,"E",14,34,15.24277778,"+0100",2011-07-01,,0,1,
13101,"LUE","Lucenec Airport","Lucenec, Slovakia","Slovakia","",33101,48,"N",21,0,48.35000000,19,"E",44,0,19.73333333,"+0100",1993-03-01,2011-06-30,0,0,
13101,"LUE","Lucenec Airport","Lucenec, Slovakia","Slovakia","",33101,48,"N",20,24,48.34000000,19,"E",44,8,19.73555556,"+0100",2011-07-01,,0,1,
13102,"LUF","Luke AFB","Phoenix, AZ","United States","Arizona",30466,33,"N",32,6,33.53500000,112,"W",22,59,-112.38305556,"-0700",1950-01-01,,0,1,
13103,"LUG","Lugano Airport","Lugano, Switzerland","Switzerland","",33103,46,"N",0,17,46.00472222,8,"E",54,41,8.91138889,"+0100",1981-06-01,2011-06-30,0,0,
13103,"LUG","Lugano Airport","Lugano, Switzerland","Switzerland","",33103,46,"N",0,15,46.00416667,8,"E",54,38,8.91055556,"+0100",2011-07-01,,0,1,
13104,"LUJ","Lusikisiki Airport","Lusikisiki, South Africa","South Africa","",33104,31,"S",22,12,-31.37000000,29,"E",25,28,29.42444444,"+0200",1998-03-01,,0,1,
13105,"LUK","Lunken Field","Cincinnati, OH","United States","Ohio",33105,39,"N",6,10,39.10277778,84,"W",25,17,-84.42138889,"-0500",1950-01-01,2011-06-30,0,0,
13105,"LUK","Cincinnati Municipal Lunken Field","Cincinnati, OH","United States","Ohio",33105,39,"N",6,12,39.10333333,84,"W",25,7,-84.41861111,"-0500",2011-07-01,,0,1,
13106,"LUL","Hesler-Noble Field","Laurel, MS","United States","Mississippi",33106,31,"N",40,8,31.66888889,89,"W",10,13,-89.17027778,"-0600",1950-01-01,2011-06-30,0,0,
13106,"LUL","Hesler-Noble Field","Laurel, MS","United States","Mississippi",33106,31,"N",40,23,31.67305556,89,"W",10,22,-89.17277778,"-0600",2011-07-01,,0,1,
13108,"LUN","Lusaka International","Lusaka, Zambia","Zambia","",33108,15,"S",19,45,-15.32916667,28,"E",27,10,28.45277778,"+0200",1964-10-01,2011-06-30,0,0,
13108,"LUN","Lusaka International","Lusaka, Zambia","Zambia","",33108,15,"S",19,51,-15.33083333,28,"E",27,9,28.45250000,"+0200",2011-07-01,2015-03-31,0,0,
13108,"LUN","Kenneth Kaunda International","Lusaka, Zambia","Zambia","",33108,15,"S",19,51,-15.33083333,28,"E",27,9,28.45250000,"+0200",2015-04-01,2017-10-31,0,0,
13108,"LUN","Lusaka International","Lusaka, Zambia","Zambia","",33108,15,"S",19,51,-15.33083333,28,"E",27,9,28.45250000,"+0200",2017-11-01,2017-11-30,0,0,
13108,"LUN","Kenneth Kaunda International","Lusaka, Zambia","Zambia","",33108,15,"S",19,51,-15.33083333,28,"E",27,9,28.45250000,"+0200",2017-12-01,,0,1,
13109,"LUP","Kalaupapa Airport","Kalaupapa, HI","United States","Hawaii",33109,21,"N",12,40,21.21111111,156,"W",58,28,-156.97444444,"-1000",1950-01-01,2011-06-30,0,0,
13109,"LUP","Kalaupapa Airport","Kalaupapa, HI","United States","Hawaii",33109,21,"N",12,40,21.21111111,156,"W",58,25,-156.97361111,"-1000",2011-07-01,,0,1,
13110,"LUQ","San Luis Airport","San Luis, Argentina","Argentina","",33110,33,"S",16,28,-33.27444444,66,"W",21,31,-66.35861111,"-0300",1950-01-01,2011-06-30,0,0,
13110,"LUQ","San Luis Airport","San Luis, Argentina","Argentina","",33110,33,"S",16,23,-33.27305556,66,"W",21,23,-66.35638889,"-0300",2011-07-01,2016-06-30,0,0,
13110,"LUQ","San Luis Airport","San Luis, Argentina","Argentina","",33110,33,"S",16,24,-33.27333333,66,"W",21,23,-66.35638889,"-0300",2016-07-01,2017-10-31,0,0,
13110,"LUQ","San Luis Airport","San Luis, Argentina","Argentina","",33110,33,"S",16,23,-33.27305556,66,"W",21,23,-66.35638889,"-0300",2017-11-01,2017-11-30,0,0,
13110,"LUQ","San Luis Airport","San Luis, Argentina","Argentina","",33110,33,"S",16,24,-33.27333333,66,"W",21,23,-66.35638889,"-0300",2017-12-01,,0,1,
13111,"LUR","Cape Lisburne AFS","Cape Lisburne, AK","United States","Alaska",33111,68,"N",52,33,68.87583333,166,"W",6,25,-166.10694444,"-0900",1950-01-01,2011-06-30,0,0,
13111,"LUR","Cape Lisburne LRRS","Cape Lisburne, AK","United States","Alaska",33111,68,"N",52,30,68.87500000,166,"W",6,40,-166.11111111,"-0900",2011-07-01,,0,1,
13112,"LUT","Laura Station Airport","Laura Station, Australia","Australia","",33112,15,"S",26,0,-15.43333333,144,"E",49,0,144.81666667,"+1000",1950-01-01,,0,1,
13113,"LUX","Luxembourg Airport","Luxembourg, Luxembourg","Luxembourg","",33113,49,"N",37,40,49.62777778,6,"E",12,24,6.20666667,"+0100",1950-01-01,2011-06-30,0,0,
13113,"LUX","Luxembourg Airport","Luxembourg, Luxembourg","Luxembourg","",33113,49,"N",37,36,49.62666667,6,"E",12,41,6.21138889,"+0100",2011-07-01,,0,1,
13114,"LVB","Livramento Airport","Livramento, Brazil","Brazil","",33114,30,"S",50,0,-30.83333333,55,"W",37,0,-55.61666667,"-0300",1950-01-01,,0,1,
13115,"LVD","Lime Village Airport","Lime Village, AK","United States","Alaska",33115,61,"N",21,31,61.35861111,155,"W",26,25,-155.44027778,"-0900",1988-03-01,2011-06-30,0,0,
13115,"LVD","Lime Village Airport","Lime Village, AK","United States","Alaska",33115,61,"N",21,33,61.35916667,155,"W",26,25,-155.44027778,"-0900",2011-07-01,,0,1,
13116,"LVI","Livingstone Airport","Livingstone, Zambia","Zambia","",33116,17,"S",49,14,-17.82055556,25,"E",49,20,25.82222222,"+0200",1964-10-01,2011-06-30,0,0,
13116,"LVI","Livingstone Airport","Livingstone, Zambia","Zambia","",33116,17,"S",49,17,-17.82138889,25,"E",49,1,25.81694444,"+0200",2011-07-01,2015-03-31,0,0,
13116,"LVI","Harry Mwanga Nkumbula","Livingstone, Zambia","Zambia","",33116,17,"S",49,17,-17.82138889,25,"E",49,1,25.81694444,"+0200",2015-04-01,2017-10-31,0,0,
13116,"LVI","Livingstone Airport","Livingstone, Zambia","Zambia","",33116,17,"S",49,17,-17.82138889,25,"E",49,1,25.81694444,"+0200",2017-11-01,2017-11-30,0,0,
13116,"LVI","Harry Mwanga Nkumbula","Livingstone, Zambia","Zambia","",33116,17,"S",49,17,-17.82138889,25,"E",49,1,25.81694444,"+0200",2017-12-01,,0,1,
13117,"LVK","Livermore Municipal","Livermore, CA","United States","California",33117,37,"N",41,37,37.69361111,121,"W",49,13,-121.82027778,"-0800",1975-12-01,2011-06-30,0,0,
13117,"LVK","Livermore Municipal","Livermore, CA","United States","California",33117,37,"N",41,36,37.69333333,121,"W",49,13,-121.82027778,"-0800",2011-07-01,,0,1,
13118,"LVM","Livingston Airport","Livingston, MT","United States","Montana",33118,45,"N",40,0,45.66666667,110,"W",34,0,-110.56666667,"-0700",2000-01-01,,0,1,
13119,"LVO","Laverton Airport","Laverton, Australia","Australia","",33119,28,"S",36,55,-28.61527778,122,"E",25,22,122.42277778,"+0800",1950-01-01,2011-06-30,0,0,
13119,"LVO","Laverton Airport","Laverton, Australia","Australia","",33119,28,"S",36,49,-28.61361111,122,"E",25,26,122.42388889,"+0800",2011-07-01,,0,1,
13120,"LVS","Las Vegas Municipal","Las Vegas, NM","United States","New Mexico",33120,35,"N",39,15,35.65416667,105,"W",8,33,-105.14250000,"-0700",1950-01-01,,0,1,
13121,"LWB","Greenbrier Valley","Lewisburg, WV","United States","West Virginia",33121,37,"N",51,35,37.85972222,80,"W",23,55,-80.39861111,"-0500",1950-01-01,2011-06-30,0,0,
13121,"LWB","Greenbrier Valley","Lewisburg, WV","United States","West Virginia",33121,37,"N",51,30,37.85833333,80,"W",23,58,-80.39944444,"-0500",2011-07-01,,0,1,
13122,"LWC","Lawrence Municipal","Lawrence, KS","United States","Kansas",33122,39,"N",0,33,39.00916667,95,"W",13,3,-95.21750000,"-0600",1950-01-01,2011-06-30,0,0,
13122,"LWC","Lawrence Municipal","Lawrence, KS","United States","Kansas",33122,39,"N",0,40,39.01111111,95,"W",12,59,-95.21638889,"-0600",2011-07-01,,0,1,
13123,"LWF","Lawrenceburg-Lawrence County","Lawrenceburg, TN","United States","Tennessee",33123,35,"N",14,3,35.23416667,87,"W",15,29,-87.25805556,"",2002-03-01,2011-10-31,0,0,
13123,"LWF","Lawrenceburg-Lawrence County","Lawrenceburg, TN","United States","Tennessee",33123,35,"N",14,4,35.23444444,87,"W",15,29,-87.25805556,"",2011-11-01,2017-10-31,0,0,
13123,"LWF","Lawrenceburg-Lawrence County","Lawrenceburg, TN","United States","Tennessee",33123,35,"N",14,3,35.23416667,87,"W",15,29,-87.25805556,"",2017-11-01,2017-11-30,0,0,
13123,"LWF","Lawrenceburg-Lawrence County","Lawrenceburg, TN","United States","Tennessee",33123,35,"N",14,4,35.23444444,87,"W",15,29,-87.25805556,"",2017-12-01,,0,1,
13124,"LWL","Harriet Field","Wells, NV","United States","Nevada",33124,41,"N",6,50,41.11388889,114,"W",55,24,-114.92333333,"-0800",1975-09-01,2011-06-30,0,0,
13124,"LWL","Wells Municipal/Harriet Field","Wells, NV","United States","Nevada",33124,41,"N",7,2,41.11722222,114,"W",55,20,-114.92222222,"-0800",2011-07-01,,0,1,
13125,"LWM","Lawrence Municipal","Lawrence, MA","United States","Massachusetts",33125,42,"N",43,3,42.71750000,71,"W",7,21,-71.12250000,"-0500",1950-01-01,2011-06-30,0,0,
13125,"LWM","Lawrence Municipal","Lawrence, MA","United States","Massachusetts",33125,42,"N",43,2,42.71722222,71,"W",7,24,-71.12333333,"-0500",2011-07-01,2017-09-30,0,0,
13125,"LWM","Lawrence Municipal","Lawrence, MA","United States","Massachusetts",33125,42,"N",43,2,42.71722222,71,"W",7,25,-71.12361111,"-0500",2017-10-01,2017-10-31,0,0,
13125,"LWM","Lawrence Municipal","Lawrence, MA","United States","Massachusetts",33125,42,"N",43,2,42.71722222,71,"W",7,24,-71.12333333,"-0500",2017-11-01,2017-11-30,0,0,
13125,"LWM","Lawrence Municipal","Lawrence, MA","United States","Massachusetts",33125,42,"N",43,2,42.71722222,71,"W",7,25,-71.12361111,"-0500",2017-12-01,2019-08-31,0,0,
13125,"LWM","Lawrence Municipal","Lawrence, MA","United States","Massachusetts",33125,42,"N",43,1,42.71694444,71,"W",7,25,-71.12361111,"-0500",2019-09-01,,0,1,
13126,"LWO","Snilow","Lviv, U.S.S.R.","U.S.S.R.","",33126,49,"N",48,45,49.81250000,23,"E",57,27,23.95750000,"+0200",1950-01-01,1991-12-31,0,0,
13126,"LWO","Lviv International","Lviv, Ukraine","Ukraine","",33126,49,"N",48,45,49.81250000,23,"E",57,27,23.95750000,"+0200",1992-01-01,2013-07-31,0,0,
13126,"LWO","Lviv International","Lviv, Ukraine","Ukraine","",33126,49,"N",48,35,49.80972222,23,"E",57,29,23.95805556,"+0200",2013-08-01,2017-02-28,0,0,
13126,"LWO","Lviv International","Lviv, Ukraine","Ukraine","",33126,49,"N",48,35,49.80972222,23,"E",57,30,23.95833333,"+0200",2017-03-01,2017-10-31,0,0,
13126,"LWO","Lviv International","Lviv, Ukraine","Ukraine","",33126,49,"N",48,45,49.81250000,23,"E",57,27,23.95750000,"+0200",2017-11-01,2017-11-30,0,0,
13126,"LWO","Lviv International","Lviv, Ukraine","Ukraine","",33126,49,"N",48,35,49.80972222,23,"E",57,30,23.95833333,"+0200",2017-12-01,,0,1,
13127,"LWS","Lewiston Nez Perce County","Lewiston, ID","United States","Idaho",33127,46,"N",22,29,46.37472222,117,"W",0,52,-117.01444444,"-0800",1950-01-01,2011-06-30,0,0,
13127,"LWS","Lewiston Nez Perce County","Lewiston, ID","United States","Idaho",33127,46,"N",22,28,46.37444444,117,"W",0,55,-117.01527778,"-0800",2011-07-01,,0,1,
13128,"LWT","Lewistown Municipal","Lewistown, MT","United States","Montana",33128,47,"N",3,4,47.05111111,109,"W",28,16,-109.47111111,"-0700",1950-01-01,2011-06-30,0,0,
13128,"LWT","Lewistown Municipal","Lewistown, MT","United States","Montana",33128,47,"N",2,57,47.04916667,109,"W",28,0,-109.46666667,"-0700",2011-07-01,,0,1,
13129,"LWV","Lawrenceville-Vincennes International","Lawrenceville, IL","United States","Illinois",33129,38,"N",45,47,38.76305556,87,"W",36,4,-87.60111111,"-0600",1950-01-01,2011-06-30,0,0,
13129,"LWV","Lawrenceville-Vincennes International","Lawrenceville, IL","United States","Illinois",33129,38,"N",45,51,38.76416667,87,"W",36,20,-87.60555556,"-0600",2011-07-01,,0,1,
13130,"LWY","Lawas Airport","Lawas, Malaysia","Malaysia","",33130,4,"N",51,0,4.85000000,115,"E",24,18,115.40500000,"+0800",1957-08-01,2011-06-30,0,0,
